path_rel,loc,n_grid_like,n_form_controls,n_file_uploads,n_reports,n_devexpress,n_sql_calls_hint
WebGestor/EvaluacionProcesos/GoogleMapsWeb.aspx,101,0,6,0,0,0,0
WebGestor/EvaluacionProcesos/GoogleMapsWeb.aspx.vb,27,0,0,0,0,0,0
WebGestor/EvaluacionProcesos/GoogleMaps_Prueba.aspx,235,0,7,0,0,0,0
WebGestor/EvaluacionProcesos/GoogleMaps_Prueba.aspx.vb,65,0,0,0,0,0,3
WebGestor/EvaluacionProcesos/PagPrincipal_EvalProceso.master,94,0,2,0,0,0,0
WebGestor/EvaluacionProcesos/PagPrincipal_EvalProceso.master.vb,21,0,0,0,0,0,0
WebGestor/EvaluacionProcesos/VB.aspx,33,3,2,0,0,0,0
WebGestor/EvaluacionProcesos/VB.aspx.vb,33,2,0,0,0,0,2
WebGestor/Eventos/Eventos.aspx,385,6,54,0,0,0,0
WebGestor/Eventos/Eventos.aspx.vb,410,2,0,0,0,0,0
WebGestor/Eventos/Eventos_xParticipantes.aspx,384,3,46,0,0,0,0
WebGestor/Eventos/Eventos_xParticipantes.aspx.vb,190,1,0,0,0,0,8
WebGestor/Eventos/Permisos.aspx,135,3,16,0,0,0,0
WebGestor/Eventos/Permisos.aspx.vb,121,1,0,0,0,0,0
WebGestor/Finanzas/Finanzas_Registro.aspx,353,0,61,3,0,0,0
WebGestor/Finanzas/Finanzas_Registro.aspx.vb,43,0,0,0,0,0,0
WebGestor/Finanzas/Finanzas_Registro_IngresoEgreso.aspx,130,10,10,0,0,0,0
WebGestor/Finanzas/Finanzas_Registro_IngresoEgreso.aspx.vb,81,0,0,0,0,0,0
WebGestor/GTP/GTP_Calcular_Distancia_2Puntos.aspx,6,0,0,0,0,0,0
WebGestor/GTP/GTP_Calcular_Distancia_2Puntos.aspx.vb,6,0,0,0,0,0,0
WebGestor/GTP/GTP_Registrar_Cliente.aspx,70,0,12,0,0,0,0
WebGestor/GTP/GTP_Registrar_Cliente.aspx.vb,303,0,0,0,0,0,29
WebGestor/GTP/GTP_Relacion_Ticket.aspx,416,6,27,0,0,0,0
WebGestor/GTP/GTP_Relacion_Ticket.aspx.vb,499,3,0,0,0,0,6
